日期,关键词,标题,正文摘要,点赞,收藏,评论,分享,类型,作者,封面图URL,标签,笔记ID,xsec_token,链接
2026-06-14,法语移民,详细讲下加拿大EE法语永居通道,猫哥不定期发扫盲文，帮大家减少信息差 学法语就能拿加拿大PR？还能纯海外申请？为什么会有这个通道？ 作为加拿大文化的重要,260,216,10,60,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0321cn4j5pms0g5pk36mnhot2delifg48?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=9c8a497c90eac924cebd28f100364e40&t=6aa54672,,6a2e25ba000000002201939f,YBv5Rz7iEOgcvxeIfU5Tnyq9qtQGNANLcrbCl3kFz9vsE=,https://www.xiaohongshu.com/explore/6a2e25ba000000002201939f?xsec_token=YBv5Rz7iEOgcvxeIfU5Tnyq9qtQGNANLcrbCl3kFz9vsE=&xsec_source=app_note
2026-06-15,法语移民,30岁重启人生，我决定学法语移民加拿大了,之前去的国家也不多，我总想着去别的国家看看。过完30岁生日的这天，父母的支持下裸辞了（真的好爱我爸妈，感恩）。在机构报名,326,170,145,56,图文,7仔QQ糖,https://sns-na-i11.xhscdn.com/note_pre_post_uhdr/1040g3r8321eh2m6b7o7041o4ta1phpruioct6lg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=1c3fc3753f237a653d25dce6bb1143ab&t=6aa54672,,6a2ff6a100000000070116b6,YBNxTsgiEkKVXyNtjgTcGeqxZ9Jd4Q7yPjnCXwHhQG4ZI=,https://www.xiaohongshu.com/explore/6a2ff6a100000000070116b6?xsec_token=YBNxTsgiEkKVXyNtjgTcGeqxZ9Jd4Q7yPjnCXwHhQG4ZI=&xsec_source=app_note
2026-06-19,TCF Canada,TCFCanada高分表达② Qu'en est-il de...,上一期我们讲： J'aimerais savoir si... 负责开口。 这一期讲： Qu'en est-il de,267,196,6,19,视频,晓行枫叶路🍁,https://sns-na-i11.xhscdn.com/spectrum/1040g34o321j81e7bmu00401e7mg9m43qj0a3coo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7698ad30d614812f4438dddebbd00eac&t=6aa54543,,6a34cbd6000000001102f224,YBovGwRzXZednN5yb0oXTyZ5egYBP922c1MUHZpvX2mrs=,https://www.xiaohongshu.com/explore/6a34cbd6000000001102f224?xsec_token=YBovGwRzXZednN5yb0oXTyZ5egYBP922c1MUHZpvX2mrs=&xsec_source=app_note
2026-06-02,法语移民,25岁取得加拿大PR，我只用了4个月,今天，大信封到手了。 25岁，拿下PR。 在我家乡上海，有句话：「做事体勿怕勿成功，只怕呒没长心。」 这份长心，让我从多,302,163,71,73,图文,雨暘,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8320toe8cv7acg5pli2dlnc7939uk1l2o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e2397f8c5bb7f8ebe4749e9d2e66c05d&t=6aa54672,,6a1ecaa2000000003701da6c,YBkBeaY5_POam0LH_JHBkD_PD9BSLAEPXbQtxQFhLb41o=,https://www.xiaohongshu.com/explore/6a1ecaa2000000003701da6c?xsec_token=YBkBeaY5_POam0LH_JHBkD_PD9BSLAEPXbQtxQFhLb41o=&xsec_source=app_note
2025-09-22,TEF Canada,9个月2000小时，拿下TCF四个C2，口写18分,@詹晨法语教育科技有限公司 @ja老师不是贾老师 第二页有个笔误哈，4个C2，感谢各位老师的指导。很荣幸遇见你们！#TC,175,226,31,67,图文,Scarlett,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031mnfl2gjlm605n9q86b4bkrs3rbd4l8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=259bef9eb2497a475e29c767456097fa&t=6aa5462c,,68d0b453000000000e021c35,YB9taxlfURKd0O1941fENUOe3e32x97adnwNeyHabDtb8=,https://www.xiaohongshu.com/explore/68d0b453000000000e021c35?xsec_token=YB9taxlfURKd0O1941fENUOe3e32x97adnwNeyHabDtb8=&xsec_source=app_note
2026-08-19,TCF备考,（一）tcf报名考位和刷题题库,上一篇写了大致时间线和备考的大框架 接下来几篇说点漏掉的细节 关于考位 有两个地方可以报，af法盟和gb。 建议先报af,177,218,18,28,图文,momo,https://sns-na-i11.xhscdn.com/oss-sg/notes/1040g3l032415sceij24g5qh1u50jej00ild8om8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=a5c20621104ef1d92895bedaef4c1e99&t=6aa54648,,6a84b5270000000008009c00,YBlDKmxvhfGV7mdQGTwJtkPUoeTEvvEaYVw8VNyXTHgUk=,https://www.xiaohongshu.com/explore/6a84b5270000000008009c00?xsec_token=YBlDKmxvhfGV7mdQGTwJtkPUoeTEvvEaYVw8VNyXTHgUk=&xsec_source=app_note
2026-03-28,TCF备考,TCF 写作两次17分的模版分享-T3（五）,今天继续更新TCF第三篇写作任务——T3的备考方法。 在我备考过程中，我认为T3的写作是相对来来说最轻松的，这部分的分值,146,232,18,62,图文,涛的法语漫谈,https://sns-na-i11.xhscdn.com/1040g2sg31u83luq6iqd05prrmiil68of7d91kjg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=64bf4e5de0c413556f1f0d2ad7ed4bdf&t=6aa54648,,69c7172c000000001a029e6b,YBUFoiEOVvLEOXcFYTgX7eF1Zb6dAP5wMMN9gR3FE_ceY=,https://www.xiaohongshu.com/explore/69c7172c000000001a029e6b?xsec_token=YBUFoiEOVvLEOXcFYTgX7eF1Zb6dAP5wMMN9gR3FE_ceY=&xsec_source=app_note
2026-06-07,法语移民,打破信息差的能力和执行力是我最宝贵的财富,"昨天终于拿到了加拿大copr,算是完结了最近一年给自己定的一个大项目。 回头看过去十年自己一路求学求职的经历，发现支持我",327,141,47,51,图文,echocolate,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k83213of7lan0704a0d5mvq7t4k18oi3b0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=a235161fecb7d4ff8771078ff2d6eb73&t=6aa54672,,6a24f60e000000002202f353,YBonRni8NwCYMhrQLnfSXQrea38wBept3Kw-eWMuPRTzo=,https://www.xiaohongshu.com/explore/6a24f60e000000002202f353?xsec_token=YBonRni8NwCYMhrQLnfSXQrea38wBept3Kw-eWMuPRTzo=&xsec_source=app_note
2026-09-07,法语移民,38岁，一家四口，我决定从日本二润加拿大,38岁，两个孩子，在日本生活三年后，我又准备折腾了。 这一次，目标是加拿大🇨🇦。 这些年从国内来到日本，工作、做生意,337,135,413,118,图文,草莓和小花,https://sns-na-i11.xhscdn.com/oss-sg/notes_pre_post/1040g3mo324p0pbu1j61g5nvkci408qmveutbt38?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=d077b907bdd56936ed90c6208ade0b30&t=6aa5466a,,6a9e22ea0000000019027800,YBRP8n8B9Mr2tpwMCQr7g621D1ve8MQfPHq3_p3wySsPA=,https://www.xiaohongshu.com/explore/6a9e22ea0000000019027800?xsec_token=YBRP8n8B9Mr2tpwMCQr7g621D1ve8MQfPHq3_p3wySsPA=&xsec_source=app_note
2026-09-09,法语移民,🇨🇦登陆温哥华43天，终于收到我的枫叶卡,- 我走的是EE FSW法语通道， 分享完整时间线： 2025.2 开始零基础学法语 2025.12.28 英语出分CL,293,156,48,168,图文,麦麦,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324ss2sc12s5g5o5d01j09fr82nqe3ug?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=23c6b833eec7d133ba8204216ec094f3&t=6aa54672,,6aa0f6f50000000028035acd,YBlT7uiTpyFX5JeHMxYfcitJyP_Rzrg5nfoVRA6k8sMqg=,https://www.xiaohongshu.com/explore/6aa0f6f50000000028035acd?xsec_token=YBlT7uiTpyFX5JeHMxYfcitJyP_Rzrg5nfoVRA6k8sMqg=&xsec_source=app_note
2026-07-27,法语移民,法语的含金量还在上升,自五月底首考TCF Canada， 六月一日收到首考高分通过的成绩单。 六月中旬开始更新简历，准备找工作。已经做好投递,320,126,33,41,图文,北纬46度生活,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k83233mcsb570705n32oankc1j94ahdtd8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=78baba78276ecea72982c717f23f3b99&t=6aa54672,,6a6669d60000000022018091,YBKlW9GrlDsZgsZgYwiEx3cAHf2esC0qlz3nZgIypJ6dM=,https://www.xiaohongshu.com/explore/6a6669d60000000022018091?xsec_token=YBKlW9GrlDsZgsZgYwiEx3cAHf2esC0qlz3nZgIypJ6dM=&xsec_source=app_note
2026-07-11,法语移民,30岁重启人生，我用6个月换了张🇨🇦枫叶卡,2017年澳洲留学，2020年毕业。 北京一年半，上海两年半。 30岁那年，我决定重新开始。 不是为了升职加薪，不是为了,274,146,76,81,图文,Gigi在温哥华🍁,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8322fj512j7k7049j9j2hdg4a2p1i9etg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=18579b5fda601c3ef5ec3e98497a96e6&t=6aa54672,,6a51d3b200000000210159ff,YB7eXMa18KIedVSZegECepP9H1BH6c-xlmq7C2GTfR3zQ=,https://www.xiaohongshu.com/explore/6a51d3b200000000210159ff?xsec_token=YB7eXMa18KIedVSZegECepP9H1BH6c-xlmq7C2GTfR3zQ=&xsec_source=app_note
2026-04-26,法语移民,加拿大EE法语通道的最低要求,虽然很多同学对于EE法语通道的要求已经背得滚瓜烂熟了，但是最近发现信息差的鸿沟还是太大了，所以猫哥再来说说这个话题,202,179,16,40,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831vdk1ppfhm8g5pk36mnhot2degc1o30?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=f6ee6962c5f9da613d33469bd3e185cf&t=6aa54672,,69ed85680000000035022f66,YBpjh9QDyhIwKUcIFxCsY6ChrESv25l9g9G4dbDUM-vDY=,https://www.xiaohongshu.com/explore/69ed85680000000035022f66?xsec_token=YBpjh9QDyhIwKUcIFxCsY6ChrESv25l9g9G4dbDUM-vDY=&xsec_source=app_note
2026-06-29,法语移民,学法语拿加拿大永居：如何规划路线,离猫哥第一次写EE法语路线的文章已经过去两年了，IRCC整体策略发生了不少改动 目前的抽分也跟两年多前不同了，EE法语的,209,170,18,45,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k83220177j9n47g5pk36mnhot2dsh5rteo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=c4d1596375a0afbccfd25d1cc65bf612&t=6aa54672,,6a41e64c000000002201b7d3,YB60QaaIp9ekMSSSQup89I7fl8x7Rf4u5ds1eh0F48TD8=,https://www.xiaohongshu.com/explore/6a41e64c000000002201b7d3?xsec_token=YB60QaaIp9ekMSSSQup89I7fl8x7Rf4u5ds1eh0F48TD8=&xsec_source=app_note
2026-09-08,法语移民,11w人看过的后续以及自己的感想,我本人是一个三分钟热度的人 想法很多，实行很快，但是不太容易坚持下来 我现在24岁，在北京税后月入3w左右 说实话这份工,249,147,245,28,图文,奶油塔,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324rsmr0b1o005qad9jegpr1096j964g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=1bf9ac8f26b1137ecb8c332a43542c70&t=6aa54672,,6a9ff8b8000000001103a6ca,YBBt4DDFgud1slvok33g0wHc96PslK4k_4vljDJ3dHOiM=,https://www.xiaohongshu.com/explore/6a9ff8b8000000001103a6ca?xsec_token=YBBt4DDFgud1slvok33g0wHc96PslK4k_4vljDJ3dHOiM=&xsec_source=app_note
2024-05-20,TEF Canada,TEF Canada首考上岸经验分享（二）,今天先回应上篇评论区的几个问题： 1. 关于自学和报班 我在整个学习阶段都是自学，只有在备考阶段上过1对1的口语课,126,207,24,16,图文,Courir au Canada,https://sns-na-i11.xhscdn.com/1040g2sg3130a0t856qd05phh9f70u90dekveml0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b2ba51f1866f0ef90368abac647056ae&t=6aa5462c,,664a5bc8000000001401a9a1,YBUEJnDE_4nVo5FsKxz_Dx0rBqd0CdgEzrFwHkz7tnY44=,https://www.xiaohongshu.com/explore/664a5bc8000000001401a9a1?xsec_token=YBUEJnDE_4nVo5FsKxz_Dx0rBqd0CdgEzrFwHkz7tnY44=&xsec_source=app_note
2026-06-02,法语移民,加拿大EE法语通道的门槛要求,猫哥随机扫盲时段 虽然很多同学对EE法语的入池要求非常清楚了，但近期跟很多新同学交流还是发现信息差太大了，所以今天再来补,182,169,12,50,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8320t9edhu74705pk36mnhot2daro20rg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e9ab9c56635aff85b680cf129599cea4&t=6aa54672,,6a1e5084000000002202fe59,YBkBeaY5_POam0LH_JHBkD_H7x5ESm3j8ocPWU823v-04=,https://www.xiaohongshu.com/explore/6a1e5084000000002202fe59?xsec_token=YBkBeaY5_POam0LH_JHBkD_H7x5ESm3j8ocPWU823v-04=&xsec_source=app_note
2026-08-06,法语移民,加拿大EE将大改，EE法语通道的前景如何,IRCC前几个月发了对于新EE体系的公开问询，根据前几年的规律来看，敢发大纲草稿了，就说明IRCC内部已经拍板了 今年秋,224,144,22,63,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8323gurcd8n4l05pk36mnhot2de4uu12g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=699a54bc735e2aa97d3006202e96970c&t=6aa54672,,6a74008c00000000260349a8,YB2tp7X-SBQVeaNCY4ECZOSVNDAV49DJsCfP58hfGK0dg=,https://www.xiaohongshu.com/explore/6a74008c00000000260349a8?xsec_token=YB2tp7X-SBQVeaNCY4ECZOSVNDAV49DJsCfP58hfGK0dg=&xsec_source=app_note
2026-08-07,法语移民,跌到391分，EE法语8月6日再次大抽,不知道是为了提前达到法语移民12%的目标，还是IRCC想重申对其法语通道的重视，IRCC今天再再再次进行了EE法语大抽,255,114,45,221,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/1040g2sg323hmmj8r74705pk36mnhot2dr4jchs0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=625a01ab515fb50c14369e7bdf4da61f&t=6aa54672,,6a74c17a0000000021022e19,YB2tp7X-SBQVeaNCY4ECZOSTfasUeeBKxfqFyZrMYDIH4=,https://www.xiaohongshu.com/explore/6a74c17a0000000021022e19?xsec_token=YB2tp7X-SBQVeaNCY4ECZOSTfasUeeBKxfqFyZrMYDIH4=&xsec_source=app_note
2026-08-23,TCF备考,TCF备考用什么刷题？,发现刷题的网站特别特别多，不是不知道用什么而是选择太多不知道用哪个了。 bontcf 免费试用了三天，不充钱不能刷题，不,122,179,10,20,图文,最棒的人有点疯,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k032476ki68nu005ntufos0bt47k5ac4so?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=03a6e8df3a6e6e35134803a6c1ceb74e&t=6aa54648,,6a8aca72000000003800179d,YBzKW4IxYTzrKodrFg60IZQS55nfYRq1HEwg10BZsmqZ4=,https://www.xiaohongshu.com/explore/6a8aca72000000003800179d?xsec_token=YBzKW4IxYTzrKodrFg60IZQS55nfYRq1HEwg10BZsmqZ4=&xsec_source=app_note
2026-08-01,TEF Canada,考过了TCF CA，我的法语开始起步,大家考了几次tcf Ca，我考了4次，今天收到成绩，很感慨，口语10写作14，实际上我并没想过这次不过，因为越来越有感觉,152,156,143,30,图文,Cynthia萝卜,https://sns-na-i11.xhscdn.com/1040g008323aiejea725g5pkr6eh94d85l6d0hno?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=b79f33673a90762cd0bc630174f87fa8&t=6aa5462c,,6a6d805a0000000025001e69,YBZsBqlvjdyJFdYA7OYU9kj-YepGXWwLt6wN8f_VU7v6o=,https://www.xiaohongshu.com/explore/6a6d805a0000000025001e69?xsec_token=YBZsBqlvjdyJFdYA7OYU9kj-YepGXWwLt6wN8f_VU7v6o=&xsec_source=app_note
2026-08-23,TEF Canada,法语别背了，先把“我”说顺,我发现法语初学最容易干的一件蠢事： 背了一堆动词， 真要开口的时候还是一句都蹦不出来🙂 这页反而很适合直接跟读。 Je,169,146,3,19,视频,MAXNote学外语,https://sns-na-i11.xhscdn.com/spectrum/1040g34o3246vmhfhgs105qad0apdp8nnohk9t2g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5207fcdebb331a85a2cb405c1ff40755&t=6aa5462c,,6a8a8c120000000017001a3e,YBpGgKbBuVxJS6ntughZb9ip3r9EPJhn8X7YdTOaYdZN8=,https://www.xiaohongshu.com/explore/6a8a8c120000000017001a3e?xsec_token=YBpGgKbBuVxJS6ntughZb9ip3r9EPJhn8X7YdTOaYdZN8=&xsec_source=app_note
2026-08-02,法语移民,详细说下加拿大的EE法语永居通道,猫哥扫盲贴第N篇，扫平一切信息差 只要学法语就能直接拿加拿大PR？为什么会设立这个通道？考语言就能拿身份，是不是太过于美,195,132,14,46,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323br302o6u105pk36mnhot2d84i0hso?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ba336d8beb7cfa8552c5891e434f58aa&t=6aa54672,,6a6ec0b4000000002603505d,YBwmkuyvCJrRRXKHNK0JpeHHc_JP6q7h_mSrAisZvMNI4=,https://www.xiaohongshu.com/explore/6a6ec0b4000000002603505d?xsec_token=YBwmkuyvCJrRRXKHNK0JpeHHc_JP6q7h_mSrAisZvMNI4=&xsec_source=app_note
2026-08-08,TEF Canada/TCF备考,一个月速通tcf canada,[放大镜R]复习时长一个月，上课时长两年半。在北京法盟上了B1 B2的周末班和超强化，大概有600个小时，法盟师资靠谱,104,156,16,31,图文,弘,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323jmhaq0nu1049hmkl3f8sgs0lrnt70?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ef6462ed3d476afb2d7b53186a6f4ff3&t=6aa5462c,,6a76d7820000000005033c56,YBkGUjVeFLsl3Lhfa97Fy9q7XbN4uJ7d6Q963HdonTtLI=,https://www.xiaohongshu.com/explore/6a76d7820000000005033c56?xsec_token=YBkGUjVeFLsl3Lhfa97Fy9q7XbN4uJ7d6Q963HdonTtLI=&xsec_source=app_note
2026-04-09,法语移民,EE通道迎来大变，EE法语何去何从,今天IRCC发布了一个比较重要的声明，要把CEC、FSW、FST整个到单个统一通道里面去，消息比较雷人，所以各种焦虑小帖,184,109,50,65,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831unnpcu22s005pk36mnhot2djnignf0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=48ff6a765e277bc20aa700833ca74b7e&t=6aa54672,,69d717dd000000002302393d,YBFdLkT_BY27VruE1ZzmHQNRDlw-Tfe2VLxmTjtJ6WJlI=,https://www.xiaohongshu.com/explore/69d717dd000000002302393d?xsec_token=YBFdLkT_BY27VruE1ZzmHQNRDlw-Tfe2VLxmTjtJ6WJlI=&xsec_source=app_note
2022-11-10,TEF Canada,tef canada section A 写作攻略（收藏备用）,❓写什么？ faits divers – 社会杂闻 （新闻报道） ❓怎么写？ ✍️ narratif – 记叙语气,89,155,4,18,图文,漫游法语,https://sns-na-i11.xhscdn.com/0302ba01kun0z9o1wui011bua8s0u5i0e0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7282ae9350442b196a191d7e8e67fa21&t=6aa54636,,636d08640000000024013e21,YBXqGplUIeHOSKWbWM4zJYC2sR-QLu1tx0-K7oRbiHUEo=,https://www.xiaohongshu.com/explore/636d08640000000024013e21?xsec_token=YBXqGplUIeHOSKWbWM4zJYC2sR-QLu1tx0-K7oRbiHUEo=&xsec_source=app_note
2026-04-09,TEF Canada,tcfcanada12分钟口语考试现场模拟,#tcfca  #ee法语  #tcfcanada  #法语  #加拿大法语  #ee法语加分  #ee法语定向  #t,119,135,3,31,视频,雷雷六（在职加拿大法语B2版）,https://sns-na-i11.xhscdn.com/1040g2sg31unlhjkihme05pcbjjn83v8l7km29u0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=076def1123ee5703d55ba853cd3827df&t=6aa5462c,,69d70641000000002302165f,YB122E4jPSQVHzZpwc_WWdG-FtWjnAV6lyPear9yUA1kM=,https://www.xiaohongshu.com/explore/69d70641000000002302165f?xsec_token=YB122E4jPSQVHzZpwc_WWdG-FtWjnAV6lyPear9yUA1kM=&xsec_source=app_note
2026-04-25,法语移民,别慌！取消加分对法语通道其实是利好！,最近 IRCC 公布了 Express Entry 改革的公众咨询，其中提到可能取消 CRS 里的法语额外加分（目前,119,125,67,46,图文,学法语的艾拉,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031vcupt172q705pts34ejjld2326s4b0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=4e011ad2137bd436ddc968b79681b914&t=6aa54677,,69ecd173000000001f0070ef,YBStizHXjPfZ1qG0YBG4ape1KGU6LM2Tb0gC3P715xCbc=,https://www.xiaohongshu.com/explore/69ecd173000000001f0070ef?xsec_token=YBStizHXjPfZ1qG0YBG4ape1KGU6LM2Tb0gC3P715xCbc=&xsec_source=app_note
2025-07-29,TCF Canada,TCF Canada备考血泪史,先说总结！请大家选择TCF Canada！请疯狂刷题！谢谢！ 🌟背景：曾经的5年法国留子，本来也没有什么语言天赋，回国,122,120,32,21,图文,汉娜（开启找工作模式）,https://sns-na-i11.xhscdn.com/1040g2sg31khc4ffm34e05p24usi45d2tj8qlcro?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=53479d2a399ae91e9adb8c2f29ea88fd&t=6aa54543,,6888e667000000002302d5fd,YBDhFMINPHSpjTRCSkmfBxHtR2CbeoG-qCyqmdXIDwDBw=,https://www.xiaohongshu.com/explore/6888e667000000002302d5fd?xsec_token=YBDhFMINPHSpjTRCSkmfBxHtR2CbeoG-qCyqmdXIDwDBw=&xsec_source=app_note
2026-08-20,法语移民,加拿大EE法语通道的4个高频问题,今天汇总下猫哥最近被问得最多的几个问题，今天来详细讲解下这些常见疑惑 1） EE法语以后还会在吗？ 这个应该是问得最多的,127,116,22,28,图文,猫哥教你说法语,https://sns-na-i11.xhscdn.com/1040g2sg3243hpj890m705pk36mnhot2dsss4818?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=59d9a8c968d81357cd394f0d29e0fee6&t=6aa54677,,6a8706ec000000002702e793,YBrFM782g0kVqtzWHoU0eY_LpLRQ4XQWFGQ9zqUirtn7M=,https://www.xiaohongshu.com/explore/6a8706ec000000002702e793?xsec_token=YBrFM782g0kVqtzWHoU0eY_LpLRQ4XQWFGQ9zqUirtn7M=&xsec_source=app_note
2026-04-12,TEF Canada/TCF备考,🇨🇦TCF Canada 成功上岸时间线分享｜零基础,🔹 2025.2.14 PTE Core 上岸 CLB 9。 🔹 2025.3 因为 EE 分数一直居高不下，整个人,140,106,78,18,图文,321,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831urhv2f32s2g48h61po8em778adm9mg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5b542c10ea7d9c2e9f56155fb0af9791&t=6aa5462c,,69db014d0000000021007368,YBiIJwUYDcRPtP3Qy-bhTV8y9EpP_wXXWBpIMU-WSJocs=,https://www.xiaohongshu.com/explore/69db014d0000000021007368?xsec_token=YBiIJwUYDcRPtP3Qy-bhTV8y9EpP_wXXWBpIMU-WSJocs=&xsec_source=app_note
2026-06-07,TCF备考,零基础5个半月通过TCF 希望帮到你,,89,129,34,28,图文,Melody,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k032138gmva7k005nisjlr0944g3gbgna0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=6d40431fdc59651396be9c0c3a71034f&t=6aa54653,,6a246d6f000000002102047c,YBj63FXjbuL4Hw-Vt_Wg7VFumDgQO5Kvevi0B8wQ7gwhQ=,https://www.xiaohongshu.com/explore/6a246d6f000000002102047c?xsec_token=YBj63FXjbuL4Hw-Vt_Wg7VFumDgQO5Kvevi0B8wQ7gwhQ=&xsec_source=app_note
2026-07-18,TCF备考,反速成！普通人零基础法语 B2 真实周期,最近网上不少宣传零基础 6 个月拿下 TCF Canada B2的，过来人说实话：真的不现实。 兼顾工作带娃不脱产基本不,90,126,30,18,图文,Sophie法语笺,https://sns-na-i11.xhscdn.com/spectrum/1040g34o322nfhf466u0g40v646hmis5i9h36c78?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=2f0bcff130705ec72030591b06da087e&t=6aa54653,,6a59ea07000000001302f42b,YBZxV4E0EviMEF3F-vdzVC85HCG8S2jGbhMMiOaibhTB8=,https://www.xiaohongshu.com/explore/6a59ea07000000001302f42b?xsec_token=YBZxV4E0EviMEF3F-vdzVC85HCG8S2jGbhMMiOaibhTB8=&xsec_source=app_note
2025-05-16,TEF Canada,tcf ca，tef ca，国内，加拿大如何报名考试,👉🏻国内：通过法语联盟报名，中国目前有16个城市有法盟（北京、广州、上海、武汉、南京、成都、大连、杭州、天津、西安,80,130,13,29,图文,外旧人,https://sns-na-i11.xhscdn.com/1040g2sg31hi34o4k3s6g5njdvdbg97qn7j9o7sg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8268045eb0b711dafdc01a0e616917ab&t=6aa54636,,68275332000000002002b22f,YB8lfdNU2v7jaMtWRDoR35RpgBTTt6ReLOxUXNJYpSOoc=,https://www.xiaohongshu.com/explore/68275332000000002002b22f?xsec_token=YB8lfdNU2v7jaMtWRDoR35RpgBTTt6ReLOxUXNJYpSOoc=&xsec_source=app_note
2026-09-03,法语移民,没想到上一篇帖子引起了这么多人的关注，绝世大i人真的受宠若惊了🥹 好多朋友私信问我法语到底怎么学，我来了我来了我来了,没想到上一篇帖子引起了这么多人的关注，绝世大i人真的受宠若惊了🥹 好多朋友私信问我法语到底怎么学，我来了我来了我来了,136,102,19,15,图文,一朵风中摇曳的泡面头,https://sns-na-i11.xhscdn.com/oss-ae/notes_pre_post/1040g3v8324lkeeh13o005nldgjbg8f5k7hi9u7o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5adc54fff936218fec2b08145395c36b&t=6aa54677,,6a9993a5000000000f03a800,YBsmByb9N8h4B7v_lPXN-zVC73n7yzo3GhdD059lJMovI=,https://www.xiaohongshu.com/explore/6a9993a5000000000f03a800?xsec_token=YBsmByb9N8h4B7v_lPXN-zVC73n7yzo3GhdD059lJMovI=&xsec_source=app_note
2024-04-08,TEF Canada,TEF Canada写作大作文范例13-网络的好处,由粉丝s信我说希望我出一篇网络带给人好处的例文。网络是个老话题的，其实pour 和contre都可以写出N个argume,109,115,7,13,图文,Petite_Roche,https://sns-na-i11.xhscdn.com/1040g2sg311b7h7nvmg6g5p4337q4mv4c55tjaig?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7034eebef1d5bba315c5f0d1f57ebbba&t=6aa5462c,,66140268000000001b00c2d3,YBgKkrNp_eVt91NSwhBwuMRKOQSofegmjAlJOIQiSA-NM=,https://www.xiaohongshu.com/explore/66140268000000001b00c2d3?xsec_token=YBgKkrNp_eVt91NSwhBwuMRKOQSofegmjAlJOIQiSA-NM=&xsec_source=app_note
